GlyTouCanAccession	MotifAccession	Label	Alignment
G67935HZ	GGM.000018	Lewis x	Substructure
G67935HZ	GGM.000020	Lewis a	Substructure
G67935HZ	GGM.000022	Sialyl Lewis x	Nonreducing-End
G67935HZ	GGM.000024	Sialyl Lewis a	Nonreducing-End
G67935HZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G67938SB	GGM.000001	Type 2 LN	Substructure
G67938SB	GGM.000005	Type 1 LN	Substructure
G67938SB	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G67941SR	GGM.000001	Type 2 LN	Substructure
G67941SR	GGM.000002	Type 2 LN2	Substructure
G67941SR	GGM.000005	Type 1 LN	Substructure
G67941SR	GGM.000006	Type 1 LN2	Substructure
G67941SR	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G67942CH	GGM.000001	Type 2 LN	Substructure
G67943IR	GGM.000001	Type 2 LN	Substructure
G67959IK	GGM.000001	Type 2 LN	Substructure
G67959IK	GGM.000005	Type 1 LN	Substructure
G67959IK	GGM.000036	Blood group H (type 2)	Substructure
G67959IK	GGM.000038	Blood group A (type 2)	Substructure
G67959IK	GGM.000042	Blood group H (type 1)	Substructure
G67959IK	GGM.000044	Blood group A (type 1)	Substructure
G67964ZP	GGM.000001	Type 2 LN	Substructure
G67964ZP	GGM.000005	Type 1 LN	Substructure
G67964ZP	GGM.000018	Lewis x	Substructure
G67964ZP	GGM.000020	Lewis a	Substructure
G67964ZP	GGM.000022	Sialyl Lewis x	Nonreducing-End
G67964ZP	GGM.000024	Sialyl Lewis a	Nonreducing-End
G67964ZP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G67965GX	GGM.000001	Type 2 LN	Substructure
G67965GX	GGM.000018	Lewis x	Substructure
G67966GD	GGM.000001	Type 2 LN	Substructure
G67966GD	GGM.000005	Type 1 LN	Substructure
G67966GD	GGM.000015	a-Gal antigen	Substructure
G67966GD	GGM.000018	Lewis x	Substructure
G67966GD	GGM.000019	Lewis y	Substructure
G67966GD	GGM.000020	Lewis a	Substructure
G67966GD	GGM.000021	Lewis b	Substructure
G67966GD	GGM.000036	Blood group H (type 2)	Substructure
G67966GD	GGM.000037	Blood group B (type 2)	Substructure
G67966GD	GGM.000042	Blood group H (type 1)	Substructure
G67966GD	GGM.000043	Blood group B (type 1)	Substructure
G67966GD	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G67966GD	GGM.000046	Blood group B (type 1) - Lewis b	Substructure
G67966WT	GGM.000001	Type 2 LN	Substructure
G67966WT	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G67966YH	GGM.000001	Type 2 LN	Substructure
G67966YH	GGM.000018	Lewis x	Substructure
G67967AS	GGM.000001	Type 2 LN	Substructure
G67969CT	GGM.000009	T antigen	Whole-Glycan
G67978NC	GGM.000001	Type 2 LN	Substructure
G67978NC	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G67983WD	GGM.000001	Type 2 LN	Substructure
G67983WD	GGM.000005	Type 1 LN	Substructure
G67984UO	GGM.000001	Type 2 LN	Substructure
G67984UO	GGM.000005	Type 1 LN	Substructure
G67984UO	GGM.000018	Lewis x	Substructure
G67984UO	GGM.000019	Lewis y	Substructure
G67984UO	GGM.000020	Lewis a	Substructure
G67984UO	GGM.000021	Lewis b	Substructure
G67984UO	GGM.000036	Blood group H (type 2)	Substructure
G67984UO	GGM.000042	Blood group H (type 1)	Substructure
G67984UO	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G67987DR	GGM.000001	Type 2 LN	Substructure
G67987DR	GGM.000005	Type 1 LN	Substructure
G67988HG	GGM.000001	Type 2 LN	Substructure
G67988HG	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G67991PX	GGM.000005	Type 1 LN	Substructure
G67992SW	GGM.000001	Type 2 LN	Substructure
G67992SW	GGM.000005	Type 1 LN	Substructure
G67992SW	GGM.000016	LacdiNAc	Substructure
G67997AX	GGM.000001	Type 2 LN	Substructure
G67997AX	GGM.000005	Type 1 LN	Substructure
G67997AX	GGM.000015	a-Gal antigen	Substructure
G67997AX	GGM.000018	Lewis x	Substructure
G67997AX	GGM.000019	Lewis y	Substructure
G67997AX	GGM.000020	Lewis a	Substructure
G67997AX	GGM.000021	Lewis b	Substructure
G67997AX	GGM.000036	Blood group H (type 2)	Substructure
G67997AX	GGM.000037	Blood group B (type 2)	Substructure
G67997AX	GGM.000042	Blood group H (type 1)	Substructure
G67997AX	GGM.000043	Blood group B (type 1)	Substructure
G67997AX	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G67997AX	GGM.000046	Blood group B (type 1) - Lewis b	Substructure
G67998OP	GGM.000001	Type 2 LN	Substructure
G67998OP	GGM.000005	Type 1 LN	Substructure
G67998RB	GGM.000001	Type 2 LN	Substructure
G68002HP	GGM.000001	Type 2 LN	Substructure
G68002HP	GGM.000018	Lewis x	Substructure
G68002HP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68004CD	GGM.000001	Type 2 LN	Substructure
G68004CD	GGM.000005	Type 1 LN	Substructure
G68007WG	GGM.000001	Type 2 LN	Substructure
G68007WG	GGM.000002	Type 2 LN2	Substructure
G68007WG	GGM.000018	Lewis x	Substructure
G68008QO	GGM.000014	Di-sialyl T antigen	Whole-Glycan
G68011BL	GGM.000016	LacdiNAc	Substructure
G68018CF	GGM.000001	Type 2 LN	Substructure
G68018CF	GGM.000002	Type 2 LN2	Substructure
G68018CF	GGM.000003	I antigen	Substructure
G68018CF	GGM.000004	i antigen	Substructure
G68018CF	GGM.000005	Type 1 LN	Substructure
G68018CF	GGM.000006	Type 1 LN2	Substructure
G68018CF	GGM.000007	Type 1 LN3	Substructure
G68018CF	GGM.000036	Blood group H (type 2)	Substructure
G68018CF	GGM.000038	Blood group A (type 2)	Substructure
G68018CF	GGM.000042	Blood group H (type 1)	Substructure
G68018CF	GGM.000044	Blood group A (type 1)	Substructure
G68019OD	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G68020FU	GGM.000001	Type 2 LN	Substructure
G68020FU	GGM.000005	Type 1 LN	Substructure
G68020FU	GGM.000036	Blood group H (type 2)	Substructure
G68020FU	GGM.000038	Blood group A (type 2)	Substructure
G68020FU	GGM.000040	Blood group A1 (type 3)	Substructure
G68020FU	GGM.000041	Blood group A2 (A-associated H type 3)	Substructure
G68020FU	GGM.000042	Blood group H (type 1)	Substructure
G68020FU	GGM.000044	Blood group A (type 1)	Substructure
G68020TD	GGM.000001	Type 2 LN	Substructure
G68020TD	GGM.000005	Type 1 LN	Substructure
G68020TD	GGM.000036	Blood group H (type 2)	Substructure
G68020TD	GGM.000038	Blood group A (type 2)	Substructure
G68020TD	GGM.000042	Blood group H (type 1)	Substructure
G68020TD	GGM.000044	Blood group A (type 1)	Substructure
G68021EU	GGM.000016	LacdiNAc	Substructure
G68026AP	GGM.000001	Type 2 LN	Substructure
G68026AP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68032CR	GGM.000001	Type 2 LN	Substructure
G68032CR	GGM.000005	Type 1 LN	Substructure
G68033ZU	GGM.000001	Type 2 LN	Substructure
G68033ZU	GGM.000002	Type 2 LN2	Substructure
G68033ZU	GGM.000005	Type 1 LN	Substructure
G68033ZU	GGM.000006	Type 1 LN2	Substructure
G68033ZU	GGM.000015	a-Gal antigen	Substructure
G68033ZU	GGM.000018	Lewis x	Substructure
G68033ZU	GGM.000020	Lewis a	Substructure
G68033ZU	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68038KC	GGM.000001	Type 2 LN	Substructure
G68038KC	GGM.000002	Type 2 LN2	Substructure
G68038KC	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G68043EE	GGM.000001	Type 2 LN	Substructure
G68043EE	GGM.000002	Type 2 LN2	Substructure
G68043EE	GGM.000005	Type 1 LN	Substructure
G68043EE	GGM.000006	Type 1 LN2	Substructure
G68043EE	GGM.000018	Lewis x	Substructure
G68043EE	GGM.000020	Lewis a	Substructure
G68043EE	GGM.000036	Blood group H (type 2)	Substructure
G68043EE	GGM.000042	Blood group H (type 1)	Substructure
G68043NM	GGM.000001	Type 2 LN	Substructure
G68043NM	GGM.000005	Type 1 LN	Substructure
G68044QW	GGM.000001	Type 2 LN	Substructure
G68044QW	GGM.000077	Paragloboside	Whole-Glycan
G68045UG	GGM.000001	Type 2 LN	Substructure
G68045UG	GGM.000016	LacdiNAc	Substructure
G68045UG	GGM.000049	4'-sulfated LDN	Substructure
G68048NR	GGM.000001	Type 2 LN	Substructure
G68048NR	GGM.000005	Type 1 LN	Substructure
G68048NR	GGM.000036	Blood group H (type 2)	Substructure
G68048NR	GGM.000042	Blood group H (type 1)	Substructure
G68052BG	GGM.000001	Type 2 LN	Substructure
G68052BG	GGM.000005	Type 1 LN	Substructure
G68052BG	GGM.000016	LacdiNAc	Substructure
G68052BG	GGM.000017	Fucosylated LDN	Substructure
G68052BG	GGM.000018	Lewis x	Substructure
G68052BG	GGM.000020	Lewis a	Substructure
G68053UD	GGM.000001	Type 2 LN	Substructure
G68053UD	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68055WR	GGM.000001	Type 2 LN	Substructure
G68059HB	GGM.000001	Type 2 LN	Substructure
G68059HB	GGM.000016	LacdiNAc	Substructure
G68059HB	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68059HB	GGM.000049	4'-sulfated LDN	Substructure
G68062BK	GGM.000001	Type 2 LN	Substructure
G68062BK	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G68062BK	GGM.000036	Blood group H (type 2)	Substructure
G68062DF	GGM.000001	Type 2 LN	Substructure
G68062DF	GGM.000005	Type 1 LN	Substructure
G68062DF	GGM.000015	a-Gal antigen	Substructure
G68062DF	GGM.000018	Lewis x	Substructure
G68062DF	GGM.000020	Lewis a	Substructure
G68063VQ	GGM.000001	Type 2 LN	Substructure
G68063VQ	GGM.000005	Type 1 LN	Substructure
G68066IG	GGM.000001	Type 2 LN	Substructure
G68066IG	GGM.000002	Type 2 LN2	Substructure
G68066IG	GGM.000005	Type 1 LN	Substructure
G68066IG	GGM.000006	Type 1 LN2	Substructure
G68066IG	GGM.000026	2,6-sialyl-Sulfo-LN	Nonreducing-End
G68066IG	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68068MA	GGM.000001	Type 2 LN	Substructure
G68068MA	GGM.000005	Type 1 LN	Substructure
G68068MA	GGM.000018	Lewis x	Substructure
G68068MA	GGM.000020	Lewis a	Substructure
G68072QH	GGM.000001	Type 2 LN	Substructure
G68072QH	GGM.000005	Type 1 LN	Substructure
G68072QH	GGM.000036	Blood group H (type 2)	Substructure
G68072QH	GGM.000042	Blood group H (type 1)	Substructure
G68074FW	GGM.000001	Type 2 LN	Substructure
G68074FW	GGM.000005	Type 1 LN	Substructure
G68074FW	GGM.000006	Type 1 LN2	Substructure
G68074FW	GGM.000036	Blood group H (type 2)	Substructure
G68074FW	GGM.000042	Blood group H (type 1)	Substructure
G68074JL	GGM.000001	Type 2 LN	Substructure
G68074JL	GGM.000005	Type 1 LN	Substructure
G68074JL	GGM.000036	Blood group H (type 2)	Substructure
G68074JL	GGM.000042	Blood group H (type 1)	Substructure
G68080UR	GGM.000001	Type 2 LN	Substructure
G68080UR	GGM.000002	Type 2 LN2	Substructure
G68080UR	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68088LV	GGM.000001	Type 2 LN	Substructure
G68088LV	GGM.000005	Type 1 LN	Substructure
G68094BN	GGM.000001	Type 2 LN	Substructure
G68094BN	GGM.000005	Type 1 LN	Substructure
G68094BN	GGM.000016	LacdiNAc	Substructure
G68094BN	GGM.000018	Lewis x	Substructure
G68094BN	GGM.000020	Lewis a	Substructure
G68095WW	GGM.000001	Type 2 LN	Substructure
G68098GR	GGM.000001	Type 2 LN	Substructure
G68098GR	GGM.000005	Type 1 LN	Substructure
G68098GR	GGM.000018	Lewis x	Substructure
G68098GR	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68099MP	GGM.000001	Type 2 LN	Substructure
G68099MP	GGM.000005	Type 1 LN	Substructure
G68099MP	GGM.000015	a-Gal antigen	Substructure
G68099NC	GGM.000001	Type 2 LN	Substructure
G68099NC	GGM.000005	Type 1 LN	Substructure
G68105ZN	GGM.000015	a-Gal antigen	Substructure
G68107IH	GGM.000001	Type 2 LN	Substructure
G68107IH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68110IF	GGM.000110	GT1a	Whole-Glycan
G68125YX	GGM.000001	Type 2 LN	Substructure
G68125ZV	GGM.000001	Type 2 LN	Substructure
G68125ZV	GGM.000005	Type 1 LN	Substructure
G68125ZV	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68133RV	GGM.000001	Type 2 LN	Substructure
G68145BY	GGM.000015	a-Gal antigen	Substructure
G68146EG	GGM.000001	Type 2 LN	Substructure
G68146EG	GGM.000002	Type 2 LN2	Substructure
G68146EG	GGM.000003	I antigen	Substructure
G68146EG	GGM.000004	i antigen	Substructure
G68146EG	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68149XU	GGM.000001	Type 2 LN	Substructure
G68149XU	GGM.000002	Type 2 LN2	Substructure
G68149XU	GGM.000005	Type 1 LN	Substructure
G68149XU	GGM.000006	Type 1 LN2	Substructure
G68149XU	GGM.000018	Lewis x	Substructure
G68149XU	GGM.000020	Lewis a	Substructure
G68149XU	GGM.000033	VIM-2	Nonreducing-End
G68149XU	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68153EG	GGM.000001	Type 2 LN	Substructure
G68158BT	GGM.000061	Galactosylceramide	Whole-Glycan
G68158GU	GGM.000001	Type 2 LN	Substructure
G68163KB	GGM.000001	Type 2 LN	Substructure
G68163KB	GGM.000005	Type 1 LN	Substructure
G68164FU	GGM.000001	Type 2 LN	Substructure
G68164FU	GGM.000002	Type 2 LN2	Substructure
G68164FU	GGM.000005	Type 1 LN	Substructure
G68164FU	GGM.000006	Type 1 LN2	Substructure
G68164FU	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68164MW	GGM.000001	Type 2 LN	Substructure
G68164MW	GGM.000005	Type 1 LN	Substructure
G68165ZI	GGM.000001	Type 2 LN	Substructure
G68165ZI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68175FX	GGM.000001	Type 2 LN	Substructure
G68175FX	GGM.000002	Type 2 LN2	Substructure
G68175FX	GGM.000003	I antigen	Substructure
G68175FX	GGM.000036	Blood group H (type 2)	Substructure
G68175FX	GGM.000038	Blood group A (type 2)	Substructure
G68175NA	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68177CS	GGM.000001	Type 2 LN	Substructure
G68177CS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68182PE	GGM.000001	Type 2 LN	Substructure
G68182PE	GGM.000018	Lewis x	Substructure
G68182PE	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68185NX	GGM.000001	Type 2 LN	Substructure
G68185NX	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68186HL	GGM.000001	Type 2 LN	Substructure
G68186HL	GGM.000002	Type 2 LN2	Substructure
G68186HL	GGM.000004	i antigen	Substructure
G68186HL	GGM.000005	Type 1 LN	Substructure
G68186HL	GGM.000006	Type 1 LN2	Substructure
G68186HL	GGM.000007	Type 1 LN3	Substructure
G68189FR	GGM.000001	Type 2 LN	Substructure
G68189FR	GGM.000015	a-Gal antigen	Substructure
G68189PG	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G68189PG	GGM.000114	GQ1aa	Whole-Glycan
G68190BD	GGM.000001	Type 2 LN	Substructure
G68190BD	GGM.000005	Type 1 LN	Substructure
G68190BD	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68194UU	GGM.000001	Type 2 LN	Substructure
G68194UU	GGM.000018	Lewis x	Substructure
G68195QP	GGM.000001	Type 2 LN	Substructure
G68195QP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68195QP	GGM.000055	O-Linked mannose	Whole-Glycan
G68203DZ	GGM.000001	Type 2 LN	Substructure
G68203DZ	GGM.000002	Type 2 LN2	Substructure
G68203DZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68207KB	GGM.000001	Type 2 LN	Substructure
G68207KB	GGM.000005	Type 1 LN	Substructure
G68208BX	GGM.000001	Type 2 LN	Substructure
G68208BX	GGM.000002	Type 2 LN2	Substructure
G68208BX	GGM.000005	Type 1 LN	Substructure
G68208BX	GGM.000006	Type 1 LN2	Substructure
G68208BX	GGM.000018	Lewis x	Substructure
G68208BX	GGM.000020	Lewis a	Substructure
G68209WQ	GGM.000001	Type 2 LN	Substructure
G68209WQ	GGM.000005	Type 1 LN	Substructure
G68209WQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68210RO	GGM.000001	Type 2 LN	Substructure
G68214KQ	GGM.000001	Type 2 LN	Substructure
G68214KQ	GGM.000002	Type 2 LN2	Substructure
G68214KQ	GGM.000003	I antigen	Substructure
G68214KQ	GGM.000005	Type 1 LN	Substructure
G68214KQ	GGM.000006	Type 1 LN2	Substructure
G68214KQ	GGM.000036	Blood group H (type 2)	Substructure
G68214KQ	GGM.000042	Blood group H (type 1)	Substructure
G68215ES	GGM.000001	Type 2 LN	Substructure
G68215ES	GGM.000005	Type 1 LN	Substructure
G68215FM	GGM.000001	Type 2 LN	Substructure
G68215FM	GGM.000002	Type 2 LN2	Substructure
G68215FM	GGM.000005	Type 1 LN	Substructure
G68215FM	GGM.000006	Type 1 LN2	Substructure
G68225UQ	GGM.000001	Type 2 LN	Substructure
G68225UQ	GGM.000005	Type 1 LN	Substructure
G68225UQ	GGM.000016	LacdiNAc	Substructure
G68225UQ	GGM.000017	Fucosylated LDN	Substructure
G68226HM	GGM.000001	Type 2 LN	Substructure
G68226HM	GGM.000018	Lewis x	Substructure
G68228ST	GGM.000001	Type 2 LN	Substructure
G68228ST	GGM.000002	Type 2 LN2	Substructure
G68228ST	GGM.000003	I antigen	Substructure
G68228ST	GGM.000005	Type 1 LN	Substructure
G68228ST	GGM.000006	Type 1 LN2	Substructure
G68228ST	GGM.000018	Lewis x	Substructure
G68228ST	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68230AP	GGM.000001	Type 2 LN	Substructure
G68230AP	GGM.000005	Type 1 LN	Substructure
G68232HG	GGM.000001	Type 2 LN	Substructure
G68232HG	GGM.000005	Type 1 LN	Substructure
G68232HG	GGM.000015	a-Gal antigen	Substructure
G68232HG	GGM.000018	Lewis x	Substructure
G68232HG	GGM.000020	Lewis a	Substructure
G68248YD	GGM.000001	Type 2 LN	Substructure
G68248YD	GGM.000018	Lewis x	Substructure
G68248YD	GGM.000022	Sialyl Lewis x	Nonreducing-End
G68248YD	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68249NJ	GGM.000001	Type 2 LN	Substructure
G68249NJ	GGM.000005	Type 1 LN	Substructure
G68249NJ	GGM.000018	Lewis x	Substructure
G68249NJ	GGM.000020	Lewis a	Substructure
G68253RD	GGM.000001	Type 2 LN	Substructure
G68253RD	GGM.000018	Lewis x	Substructure
G68253RD	GGM.000019	Lewis y	Substructure
G68253RD	GGM.000036	Blood group H (type 2)	Substructure
G68253RD	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G68257ZA	GGM.000005	Type 1 LN	Substructure
G68264WB	GGM.000001	Type 2 LN	Substructure
G68268VH	GGM.000001	Type 2 LN	Substructure
G68268VH	GGM.000005	Type 1 LN	Substructure
G68268VH	GGM.000018	Lewis x	Substructure
G68268VH	GGM.000020	Lewis a	Substructure
G68269KG	GGM.000001	Type 2 LN	Substructure
G68269KG	GGM.000005	Type 1 LN	Substructure
G68269KG	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68280MF	GGM.000001	Type 2 LN	Substructure
G68280MF	GGM.000005	Type 1 LN	Substructure
G68280MF	GGM.000018	Lewis x	Substructure
G68280MF	GGM.000020	Lewis a	Substructure
G68281CW	GGM.000001	Type 2 LN	Substructure
G68281CW	GGM.000005	Type 1 LN	Substructure
G68281CW	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68283NG	GGM.000001	Type 2 LN	Substructure
G68283NG	GGM.000002	Type 2 LN2	Substructure
G68283NG	GGM.000018	Lewis x	Substructure
G68286QZ	GGM.000001	Type 2 LN	Substructure
G68290RT	GGM.000005	Type 1 LN	Substructure
G68306RK	GGM.000001	Type 2 LN	Substructure
G68306RK	GGM.000005	Type 1 LN	Substructure
G68306RK	GGM.000015	a-Gal antigen	Substructure
G68306RK	GGM.000036	Blood group H (type 2)	Substructure
G68306RK	GGM.000037	Blood group B (type 2)	Substructure
G68308SZ	GGM.000001	Type 2 LN	Substructure
G68308SZ	GGM.000002	Type 2 LN2	Substructure
G68308SZ	GGM.000005	Type 1 LN	Substructure
G68308SZ	GGM.000006	Type 1 LN2	Substructure
G68308SZ	GGM.000018	Lewis x	Substructure
G68308SZ	GGM.000020	Lewis a	Substructure
G68308SZ	GGM.000031	Lex-Lex	Substructure
G68310DT	GGM.000001	Type 2 LN	Substructure
G68310DT	GGM.000002	Type 2 LN2	Substructure
G68310DT	GGM.000004	i antigen	Substructure
G68310FJ	GGM.000001	Type 2 LN	Substructure
G68310FJ	GGM.000005	Type 1 LN	Substructure
G68310FJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68312DR	GGM.000001	Type 2 LN	Substructure
G68313WI	GGM.000005	Type 1 LN	Substructure
G68315SO	GGM.000001	Type 2 LN	Substructure
G68315SO	GGM.000005	Type 1 LN	Substructure
G68315SO	GGM.000018	Lewis x	Substructure
G68315SO	GGM.000020	Lewis a	Substructure
G68315SO	GGM.000021	Lewis b	Substructure
G68315SO	GGM.000042	Blood group H (type 1)	Substructure
G68316FE	GGM.000001	Type 2 LN	Substructure
G68316FE	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68316HS	GGM.000001	Type 2 LN	Substructure
G68316HS	GGM.000018	Lewis x	Substructure
G68316HS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68318SH	GGM.000001	Type 2 LN	Substructure
G68318SH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68321OY	GGM.000001	Type 2 LN	Substructure
G68325JZ	GGM.000001	Type 2 LN	Substructure
G68325JZ	GGM.000005	Type 1 LN	Substructure
G68325JZ	GGM.000018	Lewis x	Substructure
G68325JZ	GGM.000020	Lewis a	Substructure
G68330BO	GGM.000001	Type 2 LN	Substructure
G68330BO	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68337CZ	GGM.000001	Type 2 LN	Substructure
G68337CZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68337CZ	GGM.000051	Sda/CT antigen	Substructure
G68338CE	GGM.000001	Type 2 LN	Substructure
G68338CE	GGM.000005	Type 1 LN	Substructure
G68338CE	GGM.000015	a-Gal antigen	Substructure
G68338CE	GGM.000036	Blood group H (type 2)	Substructure
G68338CE	GGM.000037	Blood group B (type 2)	Substructure
G68338CE	GGM.000042	Blood group H (type 1)	Substructure
G68338CE	GGM.000043	Blood group B (type 1)	Substructure
G68345FH	GGM.000016	LacdiNAc	Substructure
G68345FH	GGM.000049	4'-sulfated LDN	Substructure
G68350IL	GGM.000001	Type 2 LN	Substructure
G68354TY	GGM.000001	Type 2 LN	Substructure
G68373VW	GGM.000001	Type 2 LN	Substructure
G68373VW	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G68377OH	GGM.000001	Type 2 LN	Substructure
G68377OH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68380GA	GGM.000005	Type 1 LN	Substructure
G68380GA	GGM.000042	Blood group H (type 1)	Substructure
G68384KC	GGM.000001	Type 2 LN	Substructure
G68384KC	GGM.000036	Blood group H (type 2)	Substructure
G68386YJ	GGM.000001	Type 2 LN	Substructure
G68388HI	GGM.000001	Type 2 LN	Substructure
G68388HI	GGM.000002	Type 2 LN2	Substructure
G68388HI	GGM.000005	Type 1 LN	Substructure
G68388HI	GGM.000006	Type 1 LN2	Substructure
G68388HI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68389XK	GGM.000001	Type 2 LN	Substructure
G68389XK	GGM.000005	Type 1 LN	Substructure
G68389XK	GGM.000015	a-Gal antigen	Substructure
G68391RZ	GGM.000001	Type 2 LN	Substructure
G68391RZ	GGM.000005	Type 1 LN	Substructure
G68391RZ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68405FW	GGM.000001	Type 2 LN	Substructure
G68406AE	GGM.000001	Type 2 LN	Substructure
G68406AE	GGM.000005	Type 1 LN	Substructure
G68406AE	GGM.000016	LacdiNAc	Substructure
G68406AE	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68409IZ	GGM.000001	Type 2 LN	Substructure
G68409IZ	GGM.000005	Type 1 LN	Substructure
G68409IZ	GGM.000036	Blood group H (type 2)	Substructure
G68409IZ	GGM.000042	Blood group H (type 1)	Substructure
G68409ZE	GGM.000001	Type 2 LN	Substructure
G68409ZE	GGM.000002	Type 2 LN2	Substructure
G68409ZE	GGM.000005	Type 1 LN	Substructure
G68409ZE	GGM.000006	Type 1 LN2	Substructure
G68412PR	GGM.000005	Type 1 LN	Substructure
G68415EV	GGM.000005	Type 1 LN	Substructure
G68427CL	GGM.000001	Type 2 LN	Substructure
G68427CL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68429EK	GGM.000001	Type 2 LN	Substructure
G68429EK	GGM.000005	Type 1 LN	Substructure
G68430EE	GGM.000001	Type 2 LN	Substructure
G68430EE	GGM.000005	Type 1 LN	Substructure
G68430EE	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68430WO	GGM.000001	Type 2 LN	Substructure
G68431XA	GGM.000001	Type 2 LN	Substructure
G68431XA	GGM.000026	2,6-sialyl-Sulfo-LN	Nonreducing-End
G68432TM	GGM.000005	Type 1 LN	Substructure
G68432TM	GGM.000042	Blood group H (type 1)	Substructure
G68440OT	GGM.000001	Type 2 LN	Substructure
G68442BQ	GGM.000001	Type 2 LN	Substructure
G68442BQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68458QH	GGM.000001	Type 2 LN	Substructure
G68458QH	GGM.000005	Type 1 LN	Substructure
G68458QH	GGM.000018	Lewis x	Substructure
G68458QH	GGM.000020	Lewis a	Substructure
G68474GP	GGM.000001	Type 2 LN	Substructure
G68474GP	GGM.000015	a-Gal antigen	Substructure
G68481HF	GGM.000001	Type 2 LN	Substructure
G68481HF	GGM.000005	Type 1 LN	Substructure
G68481HF	GGM.000016	LacdiNAc	Substructure
G68481HF	GGM.000017	Fucosylated LDN	Substructure
G68481HF	GGM.000036	Blood group H (type 2)	Substructure
G68481HF	GGM.000038	Blood group A (type 2)	Substructure
G68481HF	GGM.000042	Blood group H (type 1)	Substructure
G68481HF	GGM.000044	Blood group A (type 1)	Substructure
G68481ZV	GGM.000001	Type 2 LN	Substructure
G68481ZV	GGM.000002	Type 2 LN2	Substructure
G68481ZV	GGM.000005	Type 1 LN	Substructure
G68481ZV	GGM.000006	Type 1 LN2	Substructure
G68481ZV	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68485DV	GGM.000001	Type 2 LN	Substructure
G68485DV	GGM.000005	Type 1 LN	Substructure
G68485DV	GGM.000018	Lewis x	Substructure
G68485DV	GGM.000019	Lewis y	Substructure
