glytoucan_acc	glytoucan_type	glycan_mass	glycan_permass	base_composition	composition	topology	monosaccharides
G76552CB	Topology	528.18026857	682.35241934	G06004DG	G52610VZ	G76552CB	2
G76554SR	Saccharide	3025.0685275	3753.88233114	G13300LP	G28352HT	G01972UA	15
G76562LW	Saccharide	990.3275057	1270.6405071	G32030CB	G00803PJ	G72079HR	6
G76568UL	Saccharide	779.269537205	989.504288255	G65758JQ	G89931DG	G92508HS	4
G76574OZ	Topology	504.1690352	658.34118597	G39365VM	G89489JX	G76574OZ	3
G76576GA	Topology	1391.50732068	1727.88292236	G84164DF	G99834WZ	G76576GA	8
G76582OA	Saccharide	3073.05327139	3843.91402524	G90100DB	G58473YB	G20161ZL	15
G76583MP	Saccharide	1722.64527083	2129.09912286	G83633GK	G30306AR	G15321SN	9
G76584SS	Saccharide	1031.35405481	1311.6670562	G53969DE	G87893AL	G27390VL	6
G76585PB	Composition	1363.47602054	1713.86727229	G04371QE	G76585PB		7
G76587WT	Saccharide	1640.59217262	2047.04602465	G10486CT	G73811LP	G39047SF	9
G76589GU	Topology	732.28004228	914.48349319	G94583DZ	G97803FU	G76589GU	4
G76601JL	Topology	557.035654545		G88431DQ	G99699DW	G76601JL	2
G76603DR	Saccharide	1040.39077465	1292.67247591	G51210WZ	G72933YZ	G02180YM	6
G76607YV	Saccharide	586.22213341	740.39428418	G58001LT	G59848RU	G24371QT	3
G76610HM	Saccharide	1728.60821665	2163.09336882	G68190MT	G52428WX	G18401II	9
G76626TX	Topology	691.253493175	873.456944085	G11235SR	G21622VG	G76626TX	4
G76645JW	Saccharide	1882.64472141	2373.19247386	G80920RR	G14351DY	G96797KG	11
G76666KS	Saccharide	1396.48625091	1760.89315273	G41247ZX	G28830ZA	G81785YQ	8
G76675AB	Saccharide	1931.68758926	2408.21969164	G15175QG	G32207JL	G37427AX	10
G76675ZO	Topology	2880.03101973	3566.79787317	G43134TX	G71208PT	G76675ZO	15
G76679QH	Saccharide	1786.65008149	2221.13523366	G83555HU	G01924ZE	G09171UI	10
G76680HJ	Saccharide	570.22721878	710.38371948	G06042JP	G20391ZE	G03838OG	3
G76684IW	Saccharide	1218.43851278	1526.78281432	G82364UA	G21581IH	G11301CP	7
G76687RG	BaseComposition	1277.47562658	1613.85122826	G76687RG			7
G76691FQ	Composition	940.3019596	1206.59931093	G55497FS	G76691FQ		4
G76702YY	Saccharide	1316.48652562	1638.84647723	G35029YA	G15843XU	G78607HP	7
G76703CC	Saccharide	789.301506015	985.520606995	G88713AC	G08017ND	G29031ZI	4
G76705RJ	Saccharide	1462.54443449	1812.93568624	G25987BV	G69032VE	G72398VP	8
G76705YY	Saccharide	6750.45242016	8306.18957793	G68819JS	G62607EV	G02420CD	37
G76710EM	Saccharide	1907.67635589	2384.20845826	G40959OV	G57626NI	G56693MB	11
G76723JB	Saccharide	1072.38060391	1352.69360531	G92050GC	G53487IK	G33196NE	6
G76725JQ	Topology	1245.48579733	1553.83009887	G32085QO	G53564VR	G76725JQ	7
G76726PJ	Saccharide	1699.65443856	2106.1082906	G89613NY	G18517UV	G02366EM	10
G76727OV	Topology	1884.66037148	2389.223774	G58530MW	G77710TJ	G76727OV	11
G76734QY	Topology	1599.56562351	2006.01947554	G28541PG	G81713KT	G76734QY	9
G76741XB	Topology	2135.78736296	2640.35076549	G29651HS	G69161EB	G76741XB	12
G76746DW	Saccharide	2192.8088267	2711.38787929	G69364JQ	G02253SS	G66968GR	12
G76763LN	Saccharide	732.28004228	914.48349319	G94583DZ	G61985YC	G48330EV	4
G76765QB	Saccharide	1492.51861368	1870.94116557	G05194RK	G82491NO	G57342ZH	7
G76776CG	Composition	2094.76081386	2599.32421638	G16175ZV	G76776CG		12
G76781AI	Saccharide	2313.8351011	2874.4611039	G85987RP	G11787WA	G85497EP	13
G76789TW	Topology	2198.72886182		G21331WE	G00087BY	G76789TW	11
G76794HC	Topology	1868.7031797	2303.18833187	G55382TU	G76945EC	G76794HC	10
G76802PQ	Saccharide	691.253493175	873.456944085	G11235SR	G03577SC	G91698GT	4
G76809NR	Composition	513.205755045	639.346605675	G70807KR	G76809NR		3
G76812VG	Saccharide	3025.0685275	3753.88233114	G13300LP	G28352HT	G01972UA	15
G76815RB	BaseComposition	1843.67154523	2306.18799754	G76815RB			9
G76823GQ	Saccharide	869.301231305	1107.56728249	G15666IG	G13628FE	G38100RQ	5
G76837VW	Saccharide	586.22213341	740.39428418	G58001LT	G93562NG	G87644AU	3
G76840NL	Saccharide	990.3275057	1270.6405071	G32030CB	G00803PJ	G02622JG	6
G76844PH	Saccharide	789.301506015	985.520606995	G88713AC	G08017ND	G33964KE	4
G76855PV	BaseComposition	1371.49233929	1707.86794097	G76855PV			6
G76858GX	Topology	2354.8616502	2915.487653	G80735OA	G64490RT	G76858GX	13
G76859VT	Topology	1948.70290499	2425.23500737	G09197ZW	G88366NM	G76859VT	11
G76873FO	Saccharide	1492.51861368	1870.94116557	G05194RK	G82491NO	G57342ZH	7
G76874HM	Saccharide	937.375064955	1175.64111614	G02612GE	G19879XX	G77101QR	5
G76878IQ	Saccharide	830.32805512	1026.5471561	G84435MS	G11427SW	G57309FD	4
G76882CO	Saccharide	1234.43342741	1556.79337902	G02815KT	G89929IA	G53809TW	7
G76907BP	Saccharide	2044.69754491	2577.29224757	G83460ZZ	G33970PJ	G92783HT	12
G76915EY	BaseComposition	2282.8405208	2843.4665236	G76915EY			12
G76920VG	Saccharide	488.17412057	628.33062127	G89864HJ	G09551MC	G92071FK	3
G76924RW	Saccharide	1396.48625091	1760.89315273	G41247ZX	G55725ZC	G01260QV	8
G76931AL	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G26085RC	14
G76932ZZ	Composition	2239.79832162	2786.40867436	G92357TM	G76932ZZ		12
G76935VY	Topology	2331.88338865	2864.4780913	G31028YV	G83975FN	G76935VY	12
G76937TT	Topology	2985.03722736	3727.86668107	G14238ED	G88245MJ	G76937TT	15
G76938LQ	Saccharide	1072.38060391	1352.69360531	G92050GC	G86052EW	G03601ZD	6
G76941MW	BaseComposition	2738.004411	3410.75561437	G76941MW			15
G76945EC	Composition	1868.7031797	2303.18833187	G55382TU	G76945EC		10
G76945TE	Saccharide	2313.8351011	2874.4611039	G85987RP	G11787WA	G58525HQ	13
G76949FV	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G62082AD	3
G76956DJ	Saccharide	1398.50190098	1776.92445287	G96042XF	G98643XP	G26179IS	8
G76983CM	Saccharide	1786.65008149	2221.13523366	G83555HU	G01924ZE	G27658AJ	10
G76986JJ	Saccharide	488.17412057	628.33062127	G89864HJ	G09551MC	G76222MD	3
G76990YK	Topology	748.27495691	944.49405789	G53434XO	G83574AW	G76990YK	4
G76994CV	Composition	2119.79244833	2610.34020078	G65807AE	G76994CV		12
G76997PL	Saccharide	1056.38568928	1322.68304061	G20956ZV	G26614JB	G59362TA	6
G77019UJ	Saccharide	633.211628335	815.415079245	G62055US	G35498QW	G15736PY	3
G77025HC	Saccharide	1882.64472141	2373.19247386	G80920RR	G22428GQ	G05479GT	11
G77026KL	Saccharide	853.306316675	1077.5567178	G54630CD	G31022UW	G38006RV	5
G77037YG	Saccharide	2046.75091783	2537.29867028	G43769HG	G03539UU	G18764AY	11
G77038WW	Saccharide	2766.98334123	3439.73454459	G20998ZT	G77842WM	G82591UC	15
G77047WW	Topology	1289.43924107	1625.81484275	G77976VJ	G94660EY	G77047WW	6
G77049FQ	Saccharide	2005.72436873	2496.27212117	G60033FS	G50293LU	G91496ML	11
G77056UT	Topology	2953.0473981	3667.84555167	G27898DM	G88089PY	G77056UT	15
G77057AX	Saccharide	1566.55539315	1958.99359511	G12456LJ	G11339YA	G70079QU	8
G77058YR	Saccharide	2370.85656483	2945.4982177	G43669FQ	G57860PF	G47246AJ	13
G77064XE	Saccharide	2151.78227759	2670.36133019	G44211QA	G15715XI	G10328BW	12
G77065ZV	Topology	1300.49161099	1608.83591253	G60060GI	G40547YM	G77065ZV	7
G77067GZ	Topology	1786.65008149	2221.13523366	G83555HU	G66600ZZ	G77067GZ	10
G77068PP	BaseComposition	4062.42325098	5043.51875588	G77068PP			20
G77070UX	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G58124XI	3
G77071KF	Saccharide	2514.89882363	3117.57177664	G84161GO	G07328FD	G19487PJ	13
G77076CV	Saccharide	674.23817744	856.44162835	G22312GP	G19671XU	G45723ON	3
G77079RV	Saccharide	853.306316675	1077.5567178	G54630CD	G82935CH	G99066TX	5
G77085GN	Saccharide	1558.53907441	1964.99292644	G31852PQ	G18662IW	G44576SJ	9
G77097TR	Saccharide	2005.72436873	2496.27212117	G60033FS	G50293LU	G49778TF	11
G77099GK	Topology	796.28485294	1006.51960399	G07888KH	G72251BT	G77099GK	5
G77101QR	Topology	937.375064955	1175.64111614	G02612GE	G19879XX	G77101QR	5
G77103OT	Saccharide	1363.47602054	1713.86727229	G04371QE	G76585PB	G50979WN	7
G77104ED	Saccharide	2028.61680888		G71640LP	G37384PG	G36179RD	10
G77105GG	Composition	940.33834511		G31748SG	G77105GG		5
G77113DB	Topology	2573.93593744	3204.64019059	G32189DW	G91587RJ	G77113DB	13
G77122IZ	Saccharide	2442.87769423	3031.53499717	G17168EK	G44930VK	G22876EV	13
G77122LF	Topology	1772.67081693	2207.1559691	G93170PH	G59437VP	G77122LF	10
G77131CL	BaseComposition	2312.81469999	2887.45635286	G77131CL			12
G77137FD	Saccharide	1145.42213441	1425.73513582	G58512JV	G72937EV	G38325PM	7
G77144JG	Saccharide	836.29100094	1060.54140206	G63053UD	G62828VD	G84268NL	4
G77147RP	Saccharide	3683.31179031	4580.31339479	G31822JI	G84022YT	G56023AW	18
G77149EE	Saccharide	2882.0466698	3568.81352324	G55216FT	G81452FP	G13732TB	16
G77157XU	Saccharide	1843.67154523	2292.17234747	G79568CQ	G14951HH		10
G77160RX	Saccharide	707.248407805	903.467508785	G08590QR	G47270FQ	G74076XX	4
G77163SM	Topology	2225.81905706	2772.4294098	G34216OT	G45074XX	G77163SM	12
G77165VD	Saccharide	1289.43924107	1625.81484275	G77976VJ	G39632CM	G66740MB	6
G77166ST	Saccharide	1786.65008149	2221.13523366	G83555HU	G01924ZE	G42824SU	10
G77172NR	Saccharide	2151.78227759	2670.36133019	G44211QA	G15715XI	G80946ZL	12
G77174TF	Saccharide	3722.32268935	4605.30864376	G63850ZW	G39306TC	G35118CS	18
G77175QV	Topology	910.32778041	1148.5938316	G28681TP	G71678CK	G77175QV	5
G77177HT	Saccharide	1931.68758926	2408.21969164	G15175QG	G32207JL	G52136KC	10
G77186KY	Composition	2255.79323626	2816.41923906	G99402IP	G77186KY		12
G77186TD	Topology	707.248407805	903.467508785	G08590QR	G53509NM	G77186TD	4
G77195RI	Saccharide	2153.79792767	2686.39263033	G26881UW	G55017JL	G18749GB	12
G77196BU	Topology	1072.38060391	1352.69360531	G92050GC	G12530CV	G77196BU	6
G77198CF	Saccharide	1704.55407258		G87630CX	G30433EA	G80113OB	9
G77205VI	Topology	940.33834511		G31748SG	G77105GG	G77205VI	5
G77207RR	Saccharide	3681.29614024	4564.28209465	G08182IE	G96816KA	G63567OG	18
G77208XM	Saccharide	935.359414885	1159.609816	G21259PI	G44223LV	G15819YF	5
G77209WD	Topology	1070.11786534		G09935AN	G46532QF	G77209WD	4
G77213YG	Saccharide	1042.40642472	1308.70377605	G87059LM	G29507HD	G66605YF	6
G77218JF	Saccharide	894.33286578	1118.5832669	G93579XB	G99932KY	G67251TG	5
G77223RQ	Saccharide	910.32778041	1148.5938316	G28681TP	G28326HR	G31982EH	5
G77228II	Saccharide	1747.63918245	2196.1399847	G33222WI	G25609YM	G98544CD	10
G77233DH	Topology	910.32778041	1148.5938316	G28681TP	G00066WY	G77233DH	5
G77235BQ	Saccharide	910.32778041	1148.5938316	G28681TP	G00066WY	G06351IA	5
G77244ZA	Saccharide	2882.0466698	3568.81352324	G55216FT	G81452FP	G82050CF	16
G77252PU	Saccharide	2222.78300589	2769.39335862	G49174JP	G73366EA	G97599MN	11
G77253IQ	Composition	1331.37703476	1653.73698636	G38052JH	G77253IQ		7
G77259GO	Topology	385.158410875	511.299261505	G79223ZW	G73938CM	G77259GO	2
G77264UN	Topology	545.195584305	699.367735075	G05394UY	G75641SG	G77264UN	3
G77271OU	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G26085RC	14
G77277NN	Composition	2283.86092191	2830.47127464	G80497IU	G77277NN		13
G77282MO	Saccharide	2442.87769423	3031.53499717	G17168EK	G44930VK	G05360BT	13
G77285LE	Saccharide	1437.51280002	1801.91970183	G39446WN	G20034JD	G91258TX	8
G77297AL	Topology	2046.75091783	2537.29867028	G43769HG	G03539UU	G77297AL	11
G77297OU	Composition	1478.53934912	1842.94625094	G72787SB	G77297OU		8
G77299YH	Topology	796.28485294	1006.51960399	G07888KH	G68380FW	G77299YH	5
G77324PN	Topology	3332.15885876	4145.06656282	G74051XK	G08748WO	G77324PN	16
G77326OU	Saccharide	1113.40715301	1393.72015442	G57317CE	G92120IY	G39674GM	6
G77329AN	Topology	2587.915202	3218.61945515	G34447YB	G60942FK	G77329AN	13
G77329CN	Topology	2046.75091783	2537.29867028	G43769HG	G19504QQ	G77329CN	11
G77339RV	Saccharide	1871.63007435	2348.16217672	G15240ZB	G47791FS	G22519VV	8
G77344EP	Saccharide	750.29060698	960.52535803	G05273UJ	G28923WQ	G29388XG	4
G77350QW	Saccharide	312.105647	410.21519749	G25325JY	G71058CB	G90139FX	2
G77351CO	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G63977XF	3
G77353TH	Saccharide	896.34851585	1134.61456704	G00229TF	G42231PV	G58634ZB	5
G77365PN	Saccharide	1683.6343718	2104.1038739	G50558OY	G58155VH	G69655PI	9
G77368OB	Topology	3538.27428255	4379.21328675	G71742GY	G95918HA	G77368OB	19
G77371IZ	Saccharide	877.317550045	1101.56795117	G85811SG	G81851QZ	G78171UO	4
G77371VZ	Saccharide	2208.80374133	2741.39844399	G49906RN	G15971GJ	G28652DF	12
G77372RE	Saccharide	1015.35914017	1281.65649151	G25928EE	G53549WY	G64427XY	6
G77377LS	Saccharide	1152.3803292	1474.74028081	G55913GS	G01190ZZ	G22830WV	7
G77379VC	Saccharide	998.34382444	1264.64117577	G14090IF	G08718YM	G58192HE	5
G77384FE	Saccharide	1989.7294541	2466.26155647	G85740DB	G95451TB	G91068WN	11
G77384RA	Saccharide	342.1162117	454.24141226	G90627TW	G85505CT	G69382ZH	2
G77392WC	Saccharide	1218.43851278	1526.78281432	G82364UA	G05863AA	G69681RG	7
G77395WU	Saccharide	1220.45416285	1542.81411446	G98148QF	G96095IM	G69248PQ	7
G77396HT	Saccharide	2046.75091783	2537.29867028	G43769HG	G03539UU	G24710BL	11
G77400TS	Topology	1407.53862082	1757.92987257	G06189KA	G77711DZ	G77400TS	8
G77412GQ	Composition	1025.39110898	1291.68846031	G14854VJ	G77412GQ		5
G77415NC	Topology	1509.53392942	1887.9564813	G40309AV	G11755EM	G77415NC	8
G77419BI	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G63977XF	3
G77426NR	Saccharide	1396.48625091	1760.89315273	G41247ZX	G28830ZA	G64780OA	8
G77426UJ	Saccharide	1509.53392942	1887.9564813	G40309AV	G11755EM	G77415NC	8
G77426ZL	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G61461RA	3
G77442MO	Saccharide	488.17412057	628.33062127	G89864HJ	G58169SI	G40539WX	3
G77451BX	Saccharide	1234.43342741	1556.79337902	G02815KT	G46969RI	G77633KG	7
G77475MM	Saccharide	2475.8879246	3078.56087761	G60743GT	G55137LW	G82761DR	14
G77479VH	Saccharide	1202.44359815	1496.77224962	G21726WW	G14676RK	G58553ZP	7
G77481LZ	Saccharide	1115.42280308	1409.75145456	G15567JJ	G68576NC	G39541XZ	6
G77481VH	Saccharide	1874.66612552	2337.18257783	G15075HJ	G76531DS	G17654IH	10
G77495MG	Saccharide	709.264057875	919.498808925	G83417AE	G37273CS	G76177MU	4
G77498XG	Saccharide	2151.78227759	2670.36133019	G44211QA	G15715XI	G11458MU	12
G77500AY	Saccharide	1152.3803292	1474.74028081	G55913GS	G01190ZZ	G68584SZ	7
G77503IE	Saccharide	1081.41732375	1333.69902501	G88775CU	G74207QD	G55368WO	6
G77503JL	Composition	3228.14790011	3999.00865396	G91115CE	G77503JL		16
G77506VJ	Saccharide	1510.55433052	1874.96123234	G90665OT	G78254ZM	G96788KW	9
G77524MM	Topology	910.32778041	1148.5938316	G28681TP	G28326HR	G77524MM	5
G77546PH	Saccharide	586.22213341	740.39428418	G58001LT	G59848RU	G24371QT	3
G77550KK	Saccharide	2207.80849236	2726.38754496	G95174IW	G95203RC	G22166AH	12
G77553BJ	Saccharide	1509.53392942	1887.9564813	G40309AV	G86403ZK	G79614ZW	8
G77554ZE	Saccharide	312.105647	410.21519749	G25325JY	G71058CB	G38979OV	2
G77556FL	Topology	822.31173638	1046.5621375	G68277HC	G04592TN	G77556FL	4
G77561CU	Topology	1201.29965279		G06346LX	G13188BW	G77561CU	5
G77569HB	BaseComposition	1528.56489522	1921.00309718	G77569HB			9
G77576IA	Saccharide	395.106375295		G76650GT	G83526US	G01128ZO	2
G77577HJ	Saccharide	732.28004228	914.48349319	G94583DZ	G97803FU	G25347ZR	4
G77583AR	Saccharide	1201.42319704	1509.76749859	G75998XY	G62178NA	G84440DR	6
G77593JU	Saccharide	1015.35914017	1281.65649151	G25928EE	G53549WY	G44319SG	6
G77597DC	Topology	2192.8088267	2711.38787929	G69364JQ	G02253SS	G77597DC	12
G77608BK	Saccharide	2162.72549098	2709.33584371	G94494JM	G47673XT	G55945YW	9
G77608VQ	Saccharide	2475.8879246	3078.56087761	G60743GT	G55137LW	G46018FV	14
G77621PZ	Saccharide	2223.80340699	2756.39810966	G83282IU	G79625ND	G02079RR	12
G77628RQ	Topology	1154.43370212	1434.74670352	G29063QY	G64123ZS	G77628RQ	6
G77629XS	Topology	1163.43269911	1471.77700066	G81534XU	G92479AF	G77629XS	7
G77632HJ	Saccharide	1218.43851278	1526.78281432	G82364UA	G05863AA	G98213XU	7
G77633KG	Topology	1234.43342741	1556.79337902	G02815KT	G46969RI	G77633KG	7
G77638EE	Saccharide	3027.08417757	3769.91363128	G66403JV	G19326PJ	G43454YS	15
G77639OD	Saccharide	1925.72464343	2374.22544568	G73430PD	G05708VR	G45825FL	10
G77653XA	Saccharide	1259.46506188	1567.80936342	G80475RE	G00628MV	G60057EM	7
G77670FL	Saccharide	1788.66573156	2237.1665338	G25705LK	G76054RA	G41670FU	10
G77671SG	Saccharide	1314.4331527	1678.84005452	G97591GH	G61307IR	G94887MJ	8
G77674IK	Saccharide	734.29569235	930.51479333	G72061XS	G44072KE	G79690CD	4
G77683PF	Topology	1097.41223838	1363.70958971	G02809YH	G59768MW	G77683PF	6
G77685SR	Topology	1552.57612859	1945.01433055	G56935KO	G32869VI	G77685SR	8
G77686RC	Topology	1665.6238071	2058.06200906	G88725PI	G29913WR	G77686RC	9
G77687SU	Saccharide	3537.25388144	4406.22418578	G39937NF	G03918DZ	G42727HE	17
G77690ZC	Topology	1097.41223838	1363.70958971	G02809YH	G23960RZ	G77690ZC	6
G77697FA	Composition	2372.8722149	2961.52951784	G83869HN	G77697FA		13
G77700XQ	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G91420LU	4
G77703ZT	Topology	2118.77204723	2623.33544975	G26469QK	G51359PF	G77703ZT	11
G77710TJ	Composition	1884.66037148	2389.223774	G58530MW	G77710TJ		11
G77711DZ	Composition	1407.53862082	1757.92987257	G06189KA	G77711DZ		8
G77712UR	Saccharide	1058.40133935	1338.71434075	G73134BJ	G80948OS	G12689RY	6
G77714BM	Composition	1405.52297075	1741.89857243	G28997IA	G77714BM		8
G77740PR	Saccharide	1185.42828241	1479.75693389	G97887RK	G94827CQ	G35580MO	6
G77743UL	Saccharide						
G77744CZ	Saccharide	869.301231305	1107.56728249	G15666IG	G00917AF	G94585EO	5
G77746CE	Topology	1027.28636916		G41170RM	G39821OL	G77746CE	6
G77748PL	Saccharide	3025.0685275	3753.88233114	G13300LP	G28352HT	G53972TI	15
G77750BW	Saccharide	1113.40715301	1393.72015442	G57317CE	G92120IY	G71703JC	6
G77757UE	Topology	1769.63476576	2204.11991793	G54498TF	G11545WS	G77757UE	9
G77761PN	Saccharide	529.200669675	669.357170375	G54129SE	G02497EU	G18342LK	3
G77767GG	Saccharide	586.22213341	740.39428418	G58001LT	G59848RU	G95343SU	3
G77782FQ	Composition	513.205755045	639.346605675	G84315ME	G77782FQ		3
G77786DK	Topology	2384.83582939	2973.49313233	G62663SV	G98069EP	G77786DK	12
G77788QV	Saccharide	748.27495691	944.49405789	G53434XO	G51934ND	G83975SC	4
G77791EJ	Saccharide	1714.62895209	2149.11410426	G09615HM	G70457JV	G60231RC	9
G77805RB	Saccharide	2223.80340699	2756.39810966	G83282IU	G79625ND	G40068XY	12
G77809CS	Saccharide	2028.61680888		G71640LP	G37384PG	G39484PO	10
G77812KJ	Saccharide	3535.23823137	4390.19288564	G90032FM	G13592BC	G66374JF	17
G77818QM	Topology	639.131663455		G01664MY	G74309ST	G77818QM	3
G77824XV	Saccharide	471.158804835	611.315305535	G18095RP	G30294MN	G12687MD	2
G77828MY	Saccharide	1728.60821665	2163.09336882	G68190MT	G52428WX	G81236OH	9
G77828QM	Topology	1948.70290499	2425.23500737	G09197ZW	G96870OT	G77828QM	11
G77833MR	Topology	1366.51207172	1716.90332347	G64278AC	G56324EJ	G77833MR	8
G77839VB	Composition	1447.54476883	1811.95167064	G41777RQ	G77839VB		7
G77841OG	Saccharide	312.105647	410.21519749	G25325JY	G71058CB	G38979OV	2
G77842WM	Composition	2766.98334123	3439.73454459	G20998ZT	G77842WM		15
G77843RR	Topology	1226.45483152	1520.78348299	G05127BN	G35983RN	G77843RR	6
G77845QS	Saccharide	1437.51280002	1801.91970183	G39446WN	G32909UL	G23106EO	8
G77854OM	Composition	512.18535394	652.34185464	G87636JF	G77854OM		2
G77858IX	Saccharide	1624.59725799	2017.03545995	G59937CP	G68013XJ	G67480NQ	9
G77861QN	Saccharide	2646.97746794	3263.66607102	G34852SB	G28483HE	G37187AB	15
G77865DP	BaseComposition	1689.59731762	2138.09811986	G77865DP			9
G77883VQ	Saccharide	586.22213341	740.39428418	G58001LT	G93562NG	G48720HL	3
G77893MJ	Topology	949.258045895		G71600XR	G42401YF	G77893MJ	5
G77898EH	Topology	910.32778041	1148.5938316	G28681TP	G68986OJ	G77898EH	5
G77900OU	Saccharide	512.18535394	652.34185464	G87636JF	G77854OM	G08178PQ	2
G77901GR	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G41211IT	3
G77915WT	Saccharide	715.264726545	897.468177455	G81915OX	G83049TZ	G06646VA	3
G77918XD	Topology	853.269931165	1077.52033228	G20980JF	G34478PN	G77918XD	5
G77922WZ	Saccharide	1640.59217262	2047.04602465	G10486CT	G23794VW	G74951ME	9
G77923PO	Saccharide	1437.51280002	1801.91970183	G39446WN	G70412HV	G40484QA	8
G77937PE	Saccharide	1446.54951986	1782.92512154	G64876LY	G94201BI	G82407GB	8
G77938WM	Saccharide	789.301506015	985.520606995	G88713AC	G08017ND	G05955CJ	4
G77939BF	Saccharide	2007.7400188	2512.30342131	G78739DQ	G98759ZF	G67130HS	11
G77950SN	Topology	3228.14790011	3999.00865396	G91115CE	G73489RN	G77950SN	16
G77956CJ	Topology	586.22213341	740.39428418	G58001LT	G92411CL	G77956CJ	3
G77960OV	Saccharide	1594.6230788	1973.04563069	G83890EH	G53990PW	G23236BR	9
G77964WB	Saccharide	1072.38060391	1352.69360531	G66538GV	G18274YO	G58858DY	6
G77971XU	Saccharide	395.106375295		G76650GT	G28863OR	G85752KA	2
G77974XY	Saccharide	1925.72464343	2374.22544568	G73430PD	G53049OY	G23930RF	10
G77976VJ	BaseComposition	1289.43924107	1625.81484275	G77976VJ			6
G77977RG	Saccharide	2298.83543543	2873.4770883	G88443CR	G25394TG	G87857IB	12
G77989NY	Topology	1655.59183828	2062.04569031	G98993TR	G46433HY	G77989NY	9
G77993GH	Saccharide	990.3275057	1270.6405071	G32030CB	G62146UL	G42821SE	6
G78000JX	Saccharide	1681.61872173	2088.07257376	G72790NZ	G97126PW	G51319FX	9
G78003VE	Saccharide	2384.83582939	2973.49313233	G98235NV	G42472CY	G78256EL	12
G78011JO	Saccharide	3681.29614024	4564.28209465	G08182IE	G96816KA	G63567OG	18
G78011OA	Saccharide	1550.56047852	1928.98303041	G49695NW	G11764PR	G27602SI	8
G78015OA	Composition	1868.7031797	2303.18833187	G55382TU	G78015OA		10
G78019KD	Saccharide	2077.74549812	2582.30890064	G70382FA	G40436IV		11
G78027IR	Topology	588.23778348	756.42558432	G32067JF	G72524CO	G78027IR	3
G78030KJ	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G26085RC	14
G78032JZ	Saccharide	748.27495691	944.49405789	G53434XO	G83574AW	G34748ZT	4
G78034SR	Saccharide	1099.42788845	1379.74088985	G54878VH	G81910FI	G42256QJ	6
G78045JW	Saccharide	1932.70799036	2395.22444267	G60923RB	G81910EG	G06874SI	11
G78056MI	Saccharide	877.317550045	1101.56795117	G85811SG	G11785HS	G73507OJ	4
G78059CC	Saccharide	1786.65008149	2221.13523366	G83555HU	G01924ZE	G27658AJ	10
G78061XV	Saccharide	1534.45640736	1898.86330918	G28985UO	G16439UH	G19661YQ	8
G78068ZV	Saccharide	1316.48652562	1638.84647723	G35029YA	G15843XU	G78607HP	7
G78071JH	Topology	1687.58166754	2122.06681972	G98784QC	G17375VW	G78071JH	9
G78071LY	Saccharide	2425.8623785	3014.51968144	G92821OG	G73510JF	G20746DT	12
G78072VO	Saccharide	910.32778041	1148.5938316	G28681TP	G88207OU	G29658JP	5
G78073TS	Composition	2274.86192491	2793.4409775	G46982GD	G78073TS		12
G78074HX	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G78242EN	3
G78081AJ	Topology	2354.8616502	2915.487653	G80735OA	G34026PF	G78081AJ	13
G78082BD	Saccharide	504.1690352	658.34118597	G39365VM	G89489JX	G00401IE	3
G78098GH	Saccharide	3535.23823137	4390.19288564	G90032FM	G13592BC	G75655NW	17
G78098IA	Saccharide	312.105647	410.21519749	G25325JY	G96227FY	G99271MV	2
G78102BN	Topology	1031.35405481	1311.6670562	G53969DE	G87893AL	G78102BN	6
G78103ZD	Topology	1218.43851278	1526.78281432	G82364UA	G05863AA	G78103ZD	7
G78106RQ	Saccharide	1113.40715301	1393.72015442	G57317CE	G64922VJ	G69311JK	6
G78108ZM	Saccharide	732.28004228	914.48349319	G94583DZ	G61985YC	G38215XX	4
G78116WJ	Saccharide	2222.78300589	2769.39335862	G49174JP	G73366EA	G97599MN	11
G78121IJ	Saccharide	545.195584305	699.367735075	G05394UY	G96927TT	G87068JH	3
G78123CP	Topology	869.301231305	1107.56728249	G15666IG	G00917AF	G78123CP	5
G78126EU	Saccharide	2080.7815493	2585.34495182	G41418IH	G96730JA	G30859PE	12
G78130XL	Topology	2354.8616502	2915.487653	G80735OA	G34026PF	G78130XL	13
G78146WJ	Topology	2645.95706684	3276.66131999	G07238DT	G32225EF	G78146WJ	14
G78151IM	Saccharide	990.3275057	1270.6405071	G32030CB	G00803PJ	G64642ML	6
G78152IS	Saccharide	1314.4331527	1678.84005452	G97591GH	G61307IR	G78986EI	8
G78153TS	Saccharide	1034.2634334		G33793IU	G41514AI	G18021OF	4
G78155FK	Saccharide	1843.67154523	2292.17234747	G65184UU	G31831PV	G11936FB	10
