ncbi_gene_id	gene_symbol	association_type	disease_id	source
NCBIGene:8858	PROZ	UNKNOWN	ORPHA:64738	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4524	MTHFR	UNKNOWN	ORPHA:64738	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2153	F5	UNKNOWN	ORPHA:64738	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10544	PROCR	UNKNOWN	ORPHA:64738	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:51156	SERPINA10	UNKNOWN	ORPHA:64738	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2161	F12	UNKNOWN	ORPHA:64738	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5627	PROS1	UNKNOWN	ORPHA:64738	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4094	MAF	UNKNOWN	ORPHA:98989	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1415	CRYBB2	UNKNOWN	ORPHA:98989	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4284	MIP	UNKNOWN	ORPHA:98989	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1421	CRYGD	UNKNOWN	ORPHA:98989	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1280	COL2A1	UNKNOWN	ORPHA:93296	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2492	FSHR	UNKNOWN	ORPHA:64739	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1280	COL2A1	UNKNOWN	ORPHA:93297	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:25978	CHMP2B	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3178	HNRNPA1	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8148	TAF15	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5445	PON2	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9217	VAPB	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8878	SQSTM1	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5630	PRPH	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:29110	TBK1	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55830	GLT8D1	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:755	CFAP410	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10891	PPARGC1A	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6647	SOD1	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10133	OPTN	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1639	DCTN1	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9896	FIG4	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5444	PON1	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5446	PON3	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4744	NEFH	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5216	PFN1	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9782	MATR3	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:54209	TREM2	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7415	VCP	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:283	ANG	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23435	TARDBP	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:29978	UBQLN2	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2733	GLE1	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2521	FUS	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4750	NEK1	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2043	EPHA4	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6311	ATXN2	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1610	DAO	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2066	ERBB4	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:311	ANXA11	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23025	UNC13A	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:899	CCNF	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:400916	CHCHD10	UNKNOWN	ORPHA:803	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2703	GJA8	UNKNOWN	ORPHA:98984	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4094	MAF	UNKNOWN	ORPHA:98984	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2700	GJA3	UNKNOWN	ORPHA:98984	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8419	BFSP2	UNKNOWN	ORPHA:98984	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1415	CRYBB2	UNKNOWN	ORPHA:98984	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1414	CRYBB1	UNKNOWN	ORPHA:98984	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7431	VIM	UNKNOWN	ORPHA:98984	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1420	CRYGC	UNKNOWN	ORPHA:98984	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1421	CRYGD	UNKNOWN	ORPHA:98984	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2703	GJA8	UNKNOWN	ORPHA:98985	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1411	CRYBA1	UNKNOWN	ORPHA:98985	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8419	BFSP2	UNKNOWN	ORPHA:98985	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1415	CRYBB2	UNKNOWN	ORPHA:98985	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4284	MIP	UNKNOWN	ORPHA:98985	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1427	CRYGS	UNKNOWN	ORPHA:98985	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3339	HSPG2	UNKNOWN	ORPHA:800	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:54820	NDE1	UNKNOWN	ORPHA:443162	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5546	PRCC	UNKNOWN	ORPHA:319308	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7942	TFEB	UNKNOWN	ORPHA:319308	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4841	NONO	UNKNOWN	ORPHA:319308	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7030	TFE3	UNKNOWN	ORPHA:319308	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1213	CLTC	UNKNOWN	ORPHA:319308	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6421	SFPQ	UNKNOWN	ORPHA:319308	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:79058	ASPSCR1	UNKNOWN	ORPHA:319308	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:57591	MRTFA	UNKNOWN	ORPHA:619941	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:275	AMT	UNKNOWN	ORPHA:289863	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2731	GLDC	UNKNOWN	ORPHA:289863	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2653	GCSH	UNKNOWN	ORPHA:289863	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6536	SLC6A9	UNKNOWN	ORPHA:289863	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7466	WFS1	UNKNOWN	ORPHA:411590	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4352	MPL	UNKNOWN	ORPHA:397692	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7066	THPO	UNKNOWN	ORPHA:397692	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:65057	ACD	UNKNOWN	ORPHA:397692	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2632	GBE1	UNKNOWN	ORPHA:308655	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:275	AMT	UNKNOWN	ORPHA:289860	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2731	GLDC	UNKNOWN	ORPHA:289860	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2653	GCSH	UNKNOWN	ORPHA:289860	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6536	SLC6A9	UNKNOWN	ORPHA:289860	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:11330	CTRC	UNKNOWN	ORPHA:64740	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5644	PRSS1	UNKNOWN	ORPHA:64740	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6690	SPINK1	UNKNOWN	ORPHA:64740	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:50801	KCNK4	UNKNOWN	ORPHA:598603	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9573	GDF3	UNKNOWN	ORPHA:2345	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:392255	GDF6	UNKNOWN	ORPHA:2345	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4222	MEOX1	UNKNOWN	ORPHA:2345	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1075	CTSC	UNKNOWN	ORPHA:2342	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7351	UCP2	UNKNOWN	ORPHA:276556	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2697	GJA1	UNKNOWN	ORPHA:1010	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6303	SAT1	UNKNOWN	ORPHA:2340	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:51360	MBTPS2	UNKNOWN	ORPHA:2340	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4035	LRP1	UNKNOWN	ORPHA:2340	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1545	CYP1B1	UNKNOWN	ORPHA:98976	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4053	LTBP2	UNKNOWN	ORPHA:98976	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4653	MYOC	UNKNOWN	ORPHA:98976	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7010	TEK	UNKNOWN	ORPHA:98976	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:57716	PRX	UNKNOWN	ORPHA:64748	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5376	PMP22	UNKNOWN	ORPHA:64748	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1959	EGR2	UNKNOWN	ORPHA:64748	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4359	MPZ	UNKNOWN	ORPHA:64748	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2202	EFEMP1	UNKNOWN	ORPHA:98977	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1545	CYP1B1	UNKNOWN	ORPHA:98977	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4653	MYOC	UNKNOWN	ORPHA:98977	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5308	PITX2	UNKNOWN	ORPHA:98978	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2296	FOXC1	UNKNOWN	ORPHA:98978	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8651	SOCS1	UNKNOWN	ORPHA:619948	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6935	ZEB1	UNKNOWN	ORPHA:98973	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:30813	VSX1	UNKNOWN	ORPHA:98973	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:58495	OVOL2	UNKNOWN	ORPHA:98973	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:79977	GRHL2	UNKNOWN	ORPHA:98973	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1296	COL8A2	UNKNOWN	ORPHA:98973	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6935	ZEB1	UNKNOWN	ORPHA:98974	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:123624	AGBL1	UNKNOWN	ORPHA:98974	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6925	TCF4	UNKNOWN	ORPHA:98974	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:83959	SLC4A11	UNKNOWN	ORPHA:98974	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1296	COL8A2	UNKNOWN	ORPHA:98974	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23476	BRD4	UNKNOWN	ORPHA:443167	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:256646	NUTM1	UNKNOWN	ORPHA:443167	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6927	HNF1A	UNKNOWN	ORPHA:319303	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1288	COL4A6	UNKNOWN	ORPHA:1018	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1287	COL4A5	UNKNOWN	ORPHA:1018	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:58495	OVOL2	UNKNOWN	ORPHA:98975	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4000	LMNA	UNKNOWN	ORPHA:2348	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3300	DNAJB2	UNKNOWN	ORPHA:314485	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:64856	VWA1	UNKNOWN	ORPHA:314485	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1615	DARS1	UNKNOWN	ORPHA:363412	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:64412	GZF1	UNKNOWN	ORPHA:527450	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:22856	CHSY1	UNKNOWN	ORPHA:363417	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:30813	VSX1	UNKNOWN	ORPHA:2335	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5080	PAX6	UNKNOWN	ORPHA:2334	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1785	DNM2	UNKNOWN	ORPHA:363409	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:29123	ANKRD11	UNKNOWN	ORPHA:2332	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9759	HDAC4	UNKNOWN	ORPHA:1001	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8943	AP3D1	UNKNOWN	ORPHA:1000	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4693	NDP	UNKNOWN	ORPHA:91495	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:220202	ATOH7	UNKNOWN	ORPHA:91495	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8322	FZD4	UNKNOWN	ORPHA:91495	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6261	RYR1	UNKNOWN	ORPHA:466650	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3769	KCNJ13	UNKNOWN	ORPHA:91496	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:362	AQP5	UNKNOWN	ORPHA:2337	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:26580	BSCL2	UNKNOWN	ORPHA:363400	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2703	GJA8	UNKNOWN	ORPHA:91490	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:91851	CHRDL1	UNKNOWN	ORPHA:91489	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6905	TBCE	UNKNOWN	ORPHA:2323	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:8085	KMT2D	UNKNOWN	ORPHA:2322	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7403	KDM6A	UNKNOWN	ORPHA:2322	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:672	BRCA1	UNKNOWN	ORPHA:70567	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:675	BRCA2	UNKNOWN	ORPHA:70567	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5774	PTPN3	UNKNOWN	ORPHA:70567	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5308	PITX2	UNKNOWN	ORPHA:91481	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9076	CLDN1	UNKNOWN	ORPHA:59303	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5308	PITX2	UNKNOWN	ORPHA:91483	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2296	FOXC1	UNKNOWN	ORPHA:91483	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4000	LMNA	UNKNOWN	ORPHA:90153	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3350	HTR1A	UNKNOWN	ORPHA:498251	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6833	ABCC8	UNKNOWN	ORPHA:276575	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10269	ZMPSTE24	UNKNOWN	ORPHA:90154	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:79840	NHEJ1	UNKNOWN	ORPHA:169079	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3767	KCNJ11	UNKNOWN	ORPHA:276580	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2657	GDF1	UNKNOWN	ORPHA:216718	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23389	MED13L	UNKNOWN	ORPHA:216718	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7547	ZIC3	UNKNOWN	ORPHA:216718	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:55997	CFC1	UNKNOWN	ORPHA:216718	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2895	GRID2	UNKNOWN	ORPHA:363432	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2332	FMR1	UNKNOWN	ORPHA:449291	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:27232	GNMT	UNKNOWN	ORPHA:289891	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:85358	SHANK3	UNKNOWN	ORPHA:48652	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6774	STAT3	UNKNOWN	ORPHA:2314	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3572	IL6ST	UNKNOWN	ORPHA:2314	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:54658	UGT1A1	UNKNOWN	ORPHA:2312	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:134701	RIPPLY2	UNKNOWN	ORPHA:2311	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:10683	DLL3	UNKNOWN	ORPHA:2311	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3955	LFNG	UNKNOWN	ORPHA:2311	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:84667	HES7	UNKNOWN	ORPHA:2311	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:145873	MESP2	UNKNOWN	ORPHA:2311	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6663	SOX10	UNKNOWN	ORPHA:163746	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1909	EDNRA	UNKNOWN	ORPHA:443995	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:157570	ESCO2	UNKNOWN	ORPHA:2319	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:79583	TMEM231	UNKNOWN	ORPHA:2318	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:51524	TMEM138	UNKNOWN	ORPHA:2318	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23090	ZNF423	UNKNOWN	ORPHA:2318	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:80184	CEP290	UNKNOWN	ORPHA:2318	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:51259	TMEM216	UNKNOWN	ORPHA:2318	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:57545	CC2D2A	UNKNOWN	ORPHA:2318	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:65062	TMEM237	UNKNOWN	ORPHA:2318	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:197131	UBR1	UNKNOWN	ORPHA:2315	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1832	DSP	UNKNOWN	ORPHA:50942	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1828	DSG1	UNKNOWN	ORPHA:50942	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3848	KRT1	UNKNOWN	ORPHA:50942	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1508	CTSB	UNKNOWN	ORPHA:50943	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:80326	WNT10A	UNKNOWN	ORPHA:50944	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5745	PTH1R	UNKNOWN	ORPHA:50945	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:200205	IBA57	UNKNOWN	ORPHA:363424	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2548	GAA	UNKNOWN	ORPHA:420429	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:79827	CLMP	UNKNOWN	ORPHA:2301	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2316	FLNA	UNKNOWN	ORPHA:2301	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:57217	TTC7A	UNKNOWN	ORPHA:2300	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7355	SLC35A2	UNKNOWN	ORPHA:268973	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5318	PKP2	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1832	DSP	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7043	TGFB3	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:11155	LDB3	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3728	JUP	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6262	RYR2	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1824	DSC2	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:79188	TMEM43	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:29119	CTNNA3	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4000	LMNA	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1829	DSG2	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1000	CDH2	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:7273	TTN	UNKNOWN	ORPHA:293910	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6833	ABCC8	UNKNOWN	ORPHA:276598	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3868	KRT16	UNKNOWN	ORPHA:2309	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3872	KRT17	UNKNOWN	ORPHA:2309	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3853	KRT6A	UNKNOWN	ORPHA:2309	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3854	KRT6B	UNKNOWN	ORPHA:2309	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:2313	FLI1	UNKNOWN	ORPHA:2308	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:57167	SALL4	UNKNOWN	ORPHA:2307	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:9570	GOSR2	UNKNOWN	ORPHA:280620	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5950	RBP4	UNKNOWN	ORPHA:352718	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:145258	GSC	UNKNOWN	ORPHA:397623	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:406960	MIR184	UNKNOWN	ORPHA:293936	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1604	CD55	UNKNOWN	ORPHA:566175	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3048	HBG2	UNKNOWN	ORPHA:280615	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:51135	IRAK4	UNKNOWN	ORPHA:70592	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6697	SPR	UNKNOWN	ORPHA:70594	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1130	LYST	UNKNOWN	ORPHA:352723	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:3508	IGHMBP2	UNKNOWN	ORPHA:98920	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:5428	POLG	UNKNOWN	ORPHA:70595	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:56652	TWNK	UNKNOWN	ORPHA:70595	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:23556	PIGN	UNKNOWN	ORPHA:280633	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:56603	CYP26B1	UNKNOWN	ORPHA:293925	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:59335	PRDM12	UNKNOWN	ORPHA:478664	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:60482	SLC5A7	UNKNOWN	ORPHA:98914	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:4649	MYO9A	UNKNOWN	ORPHA:98914	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1305	COL13A1	UNKNOWN	ORPHA:98914	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:1103	CHAT	UNKNOWN	ORPHA:98914	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6576	SLC25A1	UNKNOWN	ORPHA:98914	http://www.orphadata.org/data/xml/en_product6.xml
NCBIGene:6843	VAMP1	UNKNOWN	ORPHA:98914	http://www.orphadata.org/data/xml/en_product6.xml
